order,family,genus,species,binomial,adult_body_mass_g,adult_head_body_len_mm,gestation_days,litter_size,litters_per_year,max_longevity_months,weaning_age_days,neonate_body_mass_g,sexual_maturity_age_days,diet_breadth,habitat_breadth,trophic_level,home_range_km2,pop_density_per_km2,geog_range_km2
Rodentia,Echimyidae,Trinomys,albispinus,Trinomys albispinus,284.99,,,,,,,,,,,,,,60927.75
Perissodactyla,Tapiridae,Tapirus,pinchaque,Tapirus pinchaque,156923.4,,393.99,1.0,,,339.47,4720.0,1113.7,4,1,1,6.38,0.27,178168.26
Perissodactyla,Tapiridae,Tapirus,terrestris,Tapirus terrestris,169496.64,2004.97,395.41,1.0,,420.0,277.49,4507.91,862.17,5,1,2,,0.85,13663839.27
Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Tarsipes rostratus,9.66,77.34,61.27,2.93,3.0,24.0,89.74,0.0043,177.2,1,2,1,0.000814137,29699.99,211836.34
Primates,Tarsiidae,Tarsius,bancanus,Tarsius bancanus,114.39,106.59,125.84,1.0,,144.0,78.55,23.93,658.68,3,1,2,0.01,62.24,848019.79
Primates,Tarsiidae,Tarsius,dentatus,Tarsius dentatus,110.42,117.5,,1.01,,,,,,,,,0.003855591,129.0,5028.57
Primates,Tarsiidae,Tarsius,pelengensis,Tarsius pelengensis,165.0,,,1.02,,,,,,,,,,,2364.95
Rodentia,Erethizontidae,Sphiggurus,mexicanus,Sphiggurus mexicanus,2000.0,,,0.98,,,,,,2,1,1,,,741576.19
Rodentia,Erethizontidae,Sphiggurus,spinosus,Sphiggurus spinosus,750.78,,,,,,,,,,1,,,,1192308.04
Rodentia,Erethizontidae,Sphiggurus,vestitus,Sphiggurus vestitus,736.0,,,,,,,,,,1,,,,5697.25
Rodentia,Erethizontidae,Sphiggurus,villosus,Sphiggurus villosus,1750.01,,,1.0,,,,,,,1,,,,
Rodentia,Muridae,Acomys,cahirinus,Acomys cahirinus,41.16,,38.54,2.43,7.6,60.0,14.0,5.49,51.9,,,,0.000880412,2366.22,
Rodentia,Muridae,Acomys,kempi,Acomys kempi,21.99,,,,,,,,,,,,,,358017.73
Rodentia,Muridae,Acomys,louisae,Acomys louisae,20.19,,,,,,,,,,,,,,320804.61
Rodentia,Muridae,Acomys,minous,Acomys minous,62.5,,,,,,,,,,,,,,8190.7
Rodentia,Muridae,Acomys,percivali,Acomys percivali,21.99,,,,,,,,,,,,,,686807.37
Rodentia,Muridae,Acomys,russatus,Acomys russatus,42.35,111.08,,2.5,,,,,,,,,0.000488186,3487.07,800320.84
Rodentia,Muridae,Acomys,spinosissimus,Acomys spinosissimus,26.5,,,2.71,,,,,,,,,,204.07,2826979.35
Rodentia,Muridae,Acomys,subspinosus,Acomys subspinosus,21.92,,,,,,,,,,,,,3543.88,126595.8
Rodentia,Muridae,Acomys,wilsoni,Acomys wilsoni,18.5,79.76,,2.29,7.9,,,3.49,,,,,,,1322637.93
Rodentia,Octodontidae,Aconaemys,fuscus,Aconaemys fuscus,129.95,,,3.23,,,,,,2,2,1,,,
Rodentia,Octodontidae,Aconaemys,sagei,Aconaemys sagei,96.49,,,,,,,,,,2,,,,10262.34
Diprotodontia,Acrobatidae,Acrobates,pygmaeus,Acrobates pygmaeus,13.84,,,2.8,2.0,86.4,97.5,0.01,272.11,3,,2,0.005959065,899.99,1691398.78
Rodentia,Muridae,Sundamys,muelleri,Sundamys muelleri,356.48,239.0,,,,24.0,,,,,,,,,854971.22
Rodentia,Sciuridae,Sundasciurus,brookei,Sundasciurus brookei,114.05,186.14,,,,,,,,,,,,,157725.81
Rodentia,Sciuridae,Sundasciurus,hippurus,Sundasciurus hippurus,357.79,227.98,,,,,,,,5,1,2,,177.15,1193705.93
Rodentia,Sciuridae,Sundasciurus,lowii,Sundasciurus lowii,84.99,137.56,,2.46,,,,,,5,2,2,,,1322864.62
Rodentia,Sciuridae,Sundasciurus,samarensis,Sundasciurus samarensis,225.0,210.0,,,,,,,,,,,,,19683.01
Rodentia,Sciuridae,Sundasciurus,tenuis,Sundasciurus tenuis,74.87,168.37,,3.11,,,,,,5,1,2,,141.72,1174126.61
Soricomorpha,Soricidae,Surdisorex,norae,Surdisorex norae,23.57,95.99,,1.41,,,,,,,,,,,5920.86
Soricomorpha,Soricidae,Surdisorex,polulus,Surdisorex polulus,8.99,,,1.49,,,,,,,,,,,1579.95
Carnivora,Herpestidae,Suricata,suricatta,Suricata suricatta,729.99,285.71,77.0,3.86,1.0,150.0,55.68,30.5,377.37,1,1,3,11.76,,1720747.74
Artiodactyla,Suidae,Sus,barbatus,Sus barbatus,135805.95,1349.99,114.63,6.59,1.0,,105.85,,362.5,6,1,2,,,970249.8
Artiodactyla,Suidae,Sus,cebifrons,Sus cebifrons,190792.3,1349.99,125.14,4.58,1.0,,105.85,,283.18,6,,2,,,27761.56
Artiodactyla,Suidae,Sus,celebensis,Sus celebensis,53813.21,,126.0,3.24,,,,,,5,,2,,,173576.36
Artiodactyla,Suidae,Sus,philippensis,Sus philippensis,190792.3,1349.99,125.14,6.24,1.0,,105.85,,283.18,6,,2,,,237934.97
Artiodactyla,Suidae,Sus,salvanius,Sus salvanius,7974.13,599.66,110.5,3.66,,144.0,,,,4,1,2,0.15,,25728.78
Artiodactyla,Suidae,Sus,scrofa,Sus scrofa,84471.54,1349.99,115.2,4.52,1.5,252.0,97.88,807.77,350.76,5,,2,1.18,3.54,25951693.02
Artiodactyla,Suidae,Sus,verrucosus,Sus verrucosus,89406.23,1250.0,121.66,5.47,,168.0,,,,3,,2,,,97964.63
Chiroptera,Pteropodidae,Syconycteris,australis,Syconycteris australis,17.6,67.38,,1.0,2.0,,89.99,,,2,1,1,,,813131.41
Chiroptera,Pteropodidae,Syconycteris,carolinae,Syconycteris carolinae,39.67,,,,,,,,,1,1,1,,,20131.34
Chiroptera,Pteropodidae,Syconycteris,hobbit,Syconycteris hobbit,20.06,68.87,,0.98,,,,,,1,1,1,,,97642.01
Artiodactyla,Bovidae,Sylvicapra,grimmia,Sylvicapra grimmia,15639.15,960.71,174.89,0.98,2.0,171.96,60.83,1581.45,293.14,4,1,1,,2.42,14120906.18
Lagomorpha,Leporidae,Sylvilagus,aquaticus,Sylvilagus aquaticus,2133.34,457.55,37.24,3.0,2.94,,20.88,55.7,154.71,2,1,1,0.01,82.44,884825.38
Lagomorpha,Leporidae,Sylvilagus,audubonii,Sylvilagus audubonii,880.88,325.24,28.0,3.0,,,24.5,34.36,90.7,2,1,1,0.03,290.0,3671590.57
Lagomorpha,Leporidae,Sylvilagus,bachmani,Sylvilagus bachmani,714.53,303.78,27.0,3.35,4.5,,16.27,27.25,,3,2,1,0.0022227,568.0,417293.45
Lagomorpha,Leporidae,Sylvilagus,brasiliensis,Sylvilagus brasiliensis,986.74,363.29,42.5,1.9,4.7,,26.3,,99.18,1,1,1,,3.54,10234916.71
Lagomorpha,Leporidae,Sylvilagus,cunicularius,Sylvilagus cunicularius,2489.54,435.98,30.0,3.71,,,,,,2,1,1,,,329697.97
Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,1207.19,371.0,27.0,4.62,4.81,108.0,22.78,34.15,106.05,2,1,1,0.01,680.83,7216258.28
Lagomorpha,Leporidae,Sylvilagus,graysoni,Sylvilagus graysoni,964.01,428.6,,,,,,,,,1,,,,417.37
Lagomorpha,Leporidae,Sylvilagus,insonus,Sylvilagus insonus,2999.98,392.49,,,,,,,,,1,,,,5755.87
Lagomorpha,Leporidae,Sylvilagus,nuttallii,Sylvilagus nuttallii,801.54,324.46,28.24,4.79,3.5,,31.26,,102.04,1,2,1,,86.25,2068232.49
Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,1355.23,401.8,33.46,2.96,6.0,,,,180.0,2,1,1,0.03,,360038.77
Lagomorpha,Leporidae,Sylvilagus,transitionalis,Sylvilagus transitionalis,813.51,362.99,28.0,4.41,,,15.95,,,3,1,1,0.004289748,,73236.48
Soricomorpha,Soricidae,Sylvisorex,johnstoni,Sylvisorex johnstoni,3.19,53.07,,,,,,,,,,,,,1900856.05
Soricomorpha,Soricidae,Sylvisorex,konganensis,Sylvisorex konganensis,5.15,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Sylvisorex,lunaris,Sylvisorex lunaris,18.78,,,2.69,,,,,,,,,,840.59,116023.14
Soricomorpha,Soricidae,Sylvisorex,ollula,Sylvisorex ollula,16.59,83.54,,,,,,,,,,,,,646814.06
Soricomorpha,Soricidae,Sylvisorex,vulcanorum,Sylvisorex vulcanorum,3.49,,,,,,,,,,,,,,4435.24
Primates,Hylobatidae,Symphalangus,syndactylus,Symphalangus syndactylus,10839.0,824.99,230.66,1.02,,456.0,635.38,517.0,3788.23,4,,2,0.22,4.99,113063.05
Rodentia,Cricetidae,Synaptomys,borealis,Synaptomys borealis,21.3,,,4.27,,,,,,,,,,,6756964.88
Rodentia,Cricetidae,Synaptomys,cooperi,Synaptomys cooperi,28.01,105.5,23.3,3.09,2.75,30.0,20.41,3.15,,4,,1,0.000847162,1144.96,3222697.98
Artiodactyla,Bovidae,Syncerus,caffer,Syncerus caffer,592665.98,2525.86,337.49,1.08,1.0,354.0,319.37,39843.11,1683.65,1,1,1,63.73,5.84,11706834.65
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Tachyglossus aculeatus,4499.97,375.0,17.72,1.0,,600.0,170.08,0.37,556.85,1,2,3,0.44,,7829490.16
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,Tachyoryctes macrocephalus,621.88,209.0,,1.0,,,,,,2,2,1,,6299.99,11453.57
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes splendens,227.13,197.65,39.01,1.41,2.0,,35.07,15.0,137.21,,,,7.80443e-05,3385.42,396020.93
Chiroptera,Molossidae,Tadarida,aegyptiaca,Tadarida aegyptiaca,17.63,75.0,85.52,0.99,1.0,,60.41,3.0,298.14,1,1,3,,,12943262.93
Chiroptera,Molossidae,Tadarida,australis,Tadarida australis,36.4,,,1.0,1.0,,,4.53,,,1,,,,5602874.26
Chiroptera,Molossidae,Tadarida,brasiliensis,Tadarida brasiliensis,12.61,41.49,89.99,1.11,1.0,180.0,54.24,3.19,400.26,1,1,3,,,13978029.11
Chiroptera,Molossidae,Tadarida,teniotis,Tadarida teniotis,28.07,84.0,,0.98,,,,,,1,1,3,,,4732754.69
Soricomorpha,Talpidae,Talpa,caeca,Talpa caeca,71.08,120.0,,,,,,,,1,2,3,,4999.99,101761.83
Soricomorpha,Talpidae,Talpa,europaea,Talpa europaea,87.53,129.99,30.41,3.89,1.0,84.0,32.49,3.24,335.48,1,2,3,0.002281811,925.63,7114720.32
Soricomorpha,Talpidae,Talpa,occidentalis,Talpa occidentalis,49.47,,,,,,,,371.03,1,2,3,,,279204.96
Soricomorpha,Talpidae,Talpa,romana,Talpa romana,92.5,145.45,,,,,,,,1,2,3,0.002738746,1157.05,88832.74
Soricomorpha,Talpidae,Talpa,stankovici,Talpa stankovici,71.12,,,,,,,,,1,2,3,,4999.99,32002.56
Pilosa,Myrmecophagidae,Tamandua,mexicana,Tamandua mexicana,4178.51,,163.24,,1.0,114.0,,,,1,3,3,0.22,4.84,1290178.01
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Tamandua tetradactyla,4800.0,559.33,160.0,1.0,1.0,108.0,,,,1,2,3,2.72,5.31,12531429.9
Rodentia,Sciuridae,Tamias,alpinus,Tamias alpinus,36.54,104.65,,4.5,,,,,,1,2,1,,,8880.39
Rodentia,Sciuridae,Tamias,amoenus,Tamias amoenus,50.63,118.06,30.46,4.99,1.0,62.0,41.99,2.62,350.01,7,2,2,0.008434861,152.81,1102083.78
Rodentia,Sciuridae,Tamias,bulleri,Tamias bulleri,100.0,135.85,,2.43,,,,,,,1,,,,9834.59
Rodentia,Sciuridae,Tamias,canipes,Tamias canipes,70.2,131.4,,3.88,1.0,,,,,5,2,2,,,18973.09
Rodentia,Sciuridae,Tamias,cinereicollis,Tamias cinereicollis,61.59,128.0,30.19,4.89,1.0,,42.67,,,6,2,2,,499.99,74328.35
Rodentia,Sciuridae,Tamias,dorsalis,Tamias dorsalis,63.66,125.38,29.49,4.99,1.0,,30.0,,,5,1,1,0.01,,633707.83
Rodentia,Sciuridae,Tamias,durangae,Tamias durangae,84.99,133.91,,2.38,,,,,,,,,,,48090.07
Rodentia,Sciuridae,Tamias,merriami,Tamias merriami,74.77,133.95,33.37,4.5,,,,,,5,,2,,,91618.34
Rodentia,Sciuridae,Tamias,minimus,Tamias minimus,42.87,111.56,29.19,4.95,1.0,75.96,37.71,2.27,347.05,4,3,2,0.01,221.91,5236816.0
Rodentia,Sciuridae,Tamias,obscurus,Tamias obscurus,72.99,128.11,,3.49,,,,,,3,3,1,,,18069.88
Rodentia,Sciuridae,Tamias,ochrogenys,Tamias ochrogenys,91.69,151.04,,,,,,,,3,,2,,,9548.52
Rodentia,Sciuridae,Tamias,palmeri,Tamias palmeri,60.74,125.02,33.21,3.93,1.0,,81.85,3.29,,5,1,2,,,2237.62
Rodentia,Sciuridae,Tamias,panamintinus,Tamias panamintinus,51.73,115.99,36.23,4.04,1.0,,81.85,5.1,,6,2,2,,,37448.25
Rodentia,Sciuridae,Tamias,quadrimaculatus,Tamias quadrimaculatus,83.62,140.12,31.65,5.93,1.0,,,,,5,2,2,0.005589918,52.0,25579.83
Rodentia,Sciuridae,Tamias,quadrivittatus,Tamias quadrivittatus,57.49,122.41,31.7,3.92,1.0,,45.32,2.5,327.4,5,2,2,0.02,,297454.17
Rodentia,Sciuridae,Tamias,ruficaudus,Tamias ruficaudus,60.06,124.26,,4.85,1.0,96.0,,,,4,2,2,,,147756.79
Rodentia,Sciuridae,Tamias,rufus,Tamias rufus,53.6,,32.85,,1.0,,45.24,,324.83,3,2,1,0.007408495,,142587.25
Rodentia,Sciuridae,Tamias,senex,Tamias senex,89.35,145.45,,4.37,,,,,,2,2,2,0.01,,99452.58
Rodentia,Sciuridae,Tamias,sibiricus,Tamias sibiricus,94.16,148.7,34.98,5.01,1.0,,29.69,,352.43,,,,0.001508451,,13733700.42
Rodentia,Sciuridae,Tamias,siskiyou,Tamias siskiyou,75.0,145.27,,,,,,,,,,,,,22545.56
Rodentia,Sciuridae,Tamias,sonomae,Tamias sonomae,75.0,133.63,,4.0,1.0,,21.0,,,2,2,1,,,45834.06
Rodentia,Sciuridae,Tamias,speciosus,Tamias speciosus,60.83,124.69,,4.14,1.0,,,,,5,2,2,0.01,76.48,67913.09
Rodentia,Sciuridae,Tamias,townsendii,Tamias townsendii,79.12,139.23,28.0,3.75,1.0,84.0,41.76,3.52,,8,3,2,0.0072278,260.0,151998.14
Rodentia,Sciuridae,Tamias,umbrinus,Tamias umbrinus,51.75,123.66,,6.8,,,,,,,,,0.02,253.71,295809.41
Rodentia,Sciuridae,Tamiasciurus,douglasii,Tamiasciurus douglasii,225.0,190.96,38.98,5.49,2.0,,,4.99,140.3,5,2,2,0.003531743,44.28,491601.94
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Tamiasciurus hudsonicus,200.24,188.42,34.25,3.93,1.75,144.0,67.22,6.89,357.81,5,1,2,0.007743219,174.35,10315248.73
Rodentia,Sciuridae,Tamiops,maritimus,Tamiops maritimus,66.77,132.31,,2.59,,,,,,,,,,,822488.85
Rodentia,Sciuridae,Tamiops,mcclellandii,Tamiops mcclellandii,45.84,104.61,,2.38,,,,,,,1,,,,718076.76
Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,30.52,,106.86,1.0,1.0,60.0,35.46,4.22,278.27,1,1,3,,,1876764.47
Chiroptera,Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,29.37,,,1.0,1.0,,,,,1,1,3,,,43393.84
Chiroptera,Emballonuridae,Taphozous,hilli,Taphozous hilli,21.99,,,,,,,,,,1,,,,1716282.96
Chiroptera,Emballonuridae,Taphozous,kapalgensis,Taphozous kapalgensis,26.45,,,,,,,,,,1,,,,59481.74
Chiroptera,Emballonuridae,Taphozous,longimanus,Taphozous longimanus,25.11,,107.22,0.99,2.0,,22.13,5.52,169.16,1,1,3,,,4343701.3
Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,27.97,84.99,42.89,1.0,1.0,,,,,1,1,3,,,15027580.58
Chiroptera,Emballonuridae,Taphozous,melanopogon,Taphozous melanopogon,25.99,,122.5,0.99,1.0,,46.67,5.8,374.39,,1,,,,7234034.08
Chiroptera,Emballonuridae,Taphozous,nudiventris,Taphozous nudiventris,32.49,85.99,100.11,1.0,1.0,,52.01,8.91,421.91,,1,,,,10699734.93
Chiroptera,Emballonuridae,Taphozous,perforatus,Taphozous perforatus,24.43,72.49,91.24,0.99,2.0,,,,,,1,,,,9616598.6
Chiroptera,Emballonuridae,Taphozous,theobaldi,Taphozous theobaldi,36.83,,,,,,,,,,1,,,,710057.72
Perissodactyla,Tapiridae,Tapirus,bairdii,Tapirus bairdii,293781.59,2199.99,396.24,1.0,,,362.93,,710.47,4,1,1,1.15,0.34,188831.76
Perissodactyla,Tapiridae,Tapirus,indicus,Tapirus indicus,311209.19,2224.85,396.5,1.0,0.5,360.0,211.71,6848.35,1132.72,3,1,1,9.4,0.11,794777.96
Primates,Tarsiidae,Tarsius,sangirensis,Tarsius sangirensis,165.0,,,1.02,,,,,,,,,,,560.08
Primates,Tarsiidae,Tarsius,syrichta,Tarsius syrichta,115.91,117.74,177.99,1.01,,180.0,82.49,25.6,,1,,1,0.007129928,,121292.03
Rodentia,Muridae,Abditomys,latidens,Abditomys latidens,268.09,224.0,,,,,,,,,,,,,356.58
Rodentia,Muridae,Abeomelomys,sevia,Abeomelomys sevia,54.88,127.29,,1.0,,,,,,,2,,,,53261.73
Rodentia,Cricetidae,Abrawayaomys,ruschii,Abrawayaomys ruschii,62.99,,,,,,,,,,,,,,126137.48
Rodentia,Abrocomidae,Abrocoma,bennettii,Abrocoma bennettii,250.5,,,4.86,,27.6,,,,,3,,,143.85,54615.98
Rodentia,Abrocomidae,Abrocoma,boliviensis,Abrocoma boliviensis,158.0,,,,,,,,,,,,,,5773.97
Rodentia,Abrocomidae,Abrocoma,cinerea,Abrocoma cinerea,193.64,,109.49,2.19,,,,13.26,,,3,,,,381391.02
Rodentia,Cricetidae,Abrothrix,andinus,Abrothrix andinus,24.91,,,,,,,,,,2,,,,722551.83
Rodentia,Cricetidae,Abrothrix,illuteus,Abrothrix illuteus,47.79,,,,,,,,,,,,,,35359.55
Rodentia,Cricetidae,Abrothrix,jelskii,Abrothrix jelskii,34.5,,,,,,,,,3,1,2,,,506394.71
Rodentia,Cricetidae,Abrothrix,lanosus,Abrothrix lanosus,27.83,,,,,,,,,,,,,,43016.67
Rodentia,Cricetidae,Abrothrix,longipilis,Abrothrix longipilis,38.86,,,3.7,,,,3.29,51.73,7,3,2,,2777.2,423823.71
Rodentia,Cricetidae,Abrothrix,olivaceus,Abrothrix olivaceus,24.52,96.69,,5.34,2.0,12.0,,,170.38,7,3,2,0.000448137,3211.81,915499.44
Rodentia,Cricetidae,Abrothrix,sanborni,Abrothrix sanborni,24.7,,,,,,,,,6,,2,,,18335.19
Chiroptera,Pteropodidae,Acerodon,celebensis,Acerodon celebensis,384.84,201.25,,0.98,,,,,,,1,,,,173613.3
Chiroptera,Pteropodidae,Acerodon,jubatus,Acerodon jubatus,1087.04,,,1.0,1.0,,,,,2,1,1,,,261660.73
Chiroptera,Pteropodidae,Acerodon,mackloti,Acerodon mackloti,467.93,,,0.98,,,,,,1,1,1,,,74770.92
Carnivora,Felidae,Acinonyx,jubatus,Acinonyx jubatus,50577.92,1480.43,92.24,3.28,,228.0,91.42,441.66,741.97,1,1,3,88.27,0.01,10586306.53
Rodentia,Cricetidae,Akodon,affinis,Akodon affinis,24.89,,,,,,,,,4,1,2,,,55129.8
Rodentia,Cricetidae,Akodon,albiventer,Akodon albiventer,25.95,,,,,,,,,1,1,3,,,425856.2
Rodentia,Cricetidae,Akodon,azarae,Akodon azarae,25.27,,23.0,4.59,1.25,,14.44,,61.87,4,2,2,,7679.65,1071237.32
Rodentia,Cricetidae,Akodon,bogotensis,Akodon bogotensis,12.99,,,,,,,,,,,,,,117248.52
Rodentia,Cricetidae,Akodon,boliviensis,Akodon boliviensis,27.5,,,4.86,,,,,,3,1,2,,,530195.66
Rodentia,Cricetidae,Akodon,budini,Akodon budini,26.9,,,,,,,,,,,,,,20316.47
Rodentia,Cricetidae,Akodon,cursor,Akodon cursor,39.84,,,,,,,,,4,1,2,,442.88,1450284.06
Rodentia,Cricetidae,Akodon,dayi,Akodon dayi,32.49,,,,,,,,,,,,,,290923.1
Rodentia,Cricetidae,Akodon,dolores,Akodon dolores,50.49,,,3.89,,,,2.94,,,,,,,72177.75
Rodentia,Cricetidae,Akodon,fumeus,Akodon fumeus,22.69,,,,,,,,,,,,,,176335.16
Rodentia,Cricetidae,Akodon,iniscatus,Akodon iniscatus,28.7,,,,,,,,,,,,,,395416.66
Rodentia,Cricetidae,Akodon,juninensis,Akodon juninensis,38.99,,,,,,,,,,,,,,164823.93
Rodentia,Cricetidae,Akodon,kofordi,Akodon kofordi,29.49,,,,,,,,,,,,,,21268.55
Rodentia,Cricetidae,Akodon,latebricola,Akodon latebricola,38.99,,,,,,,,,,,,,,62437.75
Rodentia,Cricetidae,Akodon,lindberghi,Akodon lindberghi,26.4,,,,,,,,,,,,,,2400.72
Rodentia,Cricetidae,Akodon,lutescens,Akodon lutescens,20.69,97.0,,,,,,,,,,,,,318909.65
Rodentia,Cricetidae,Akodon,mimus,Akodon mimus,23.99,,,,,,,,,,,,,,76741.65
Rodentia,Cricetidae,Akodon,molinae,Akodon molinae,32.99,,23.0,3.77,,,26.0,2.94,28.07,,1,,,,139180.17
Rodentia,Cricetidae,Akodon,mollis,Akodon mollis,30.39,,,,,,,,,,,,,,96269.64
Rodentia,Cricetidae,Akodon,neocenus,Akodon neocenus,42.39,,,,,,,,,,,,,,74279.32
Rodentia,Cricetidae,Akodon,orophilus,Akodon orophilus,38.99,,,,,,,,,,,,,,73051.28
Rodentia,Cricetidae,Akodon,sanctipaulensis,Akodon sanctipaulensis,27.1,88.25,,,,,,,,,,,,,79134.33
Rodentia,Cricetidae,Akodon,serrensis,Akodon serrensis,28.3,95.97,,,,,,,,,,,,,51047.49
Rodentia,Cricetidae,Akodon,siberiae,Akodon siberiae,34.6,,,,,,,,,,,,,,32319.18
Rodentia,Cricetidae,Akodon,simulator,Akodon simulator,42.5,,,,,,,,,,,,,,160100.28
Rodentia,Cricetidae,Akodon,spegazzinii,Akodon spegazzinii,28.6,98.99,,,,,,,,,,,,,83477.58
Rodentia,Cricetidae,Akodon,subfuscus,Akodon subfuscus,30.39,,,,,,,,,,,,,,353423.95
Rodentia,Cricetidae,Akodon,surdus,Akodon surdus,38.99,,,,,,,,,,,,,,17420.46
Rodentia,Cricetidae,Akodon,sylvanus,Akodon sylvanus,38.99,,,,,,,,,,,,,,48393.63
Rodentia,Cricetidae,Akodon,toba,Akodon toba,51.2,,,,,,,,,,,,,,402084.39
Rodentia,Cricetidae,Akodon,torques,Akodon torques,38.99,,,,,,,,,,,,,,41379.72
Rodentia,Cricetidae,Akodon,varius,Akodon varius,40.0,,,,,,,,,1,2,3,,,245945.15
Artiodactyla,Bovidae,Alcelaphus,buselaphus,Alcelaphus buselaphus,160937.86,1974.99,242.66,1.0,,240.0,188.73,12500.0,827.69,2,1,1,2.73,3.65,4706770.4
Artiodactyla,Bovidae,Alcelaphus,caama,Alcelaphus caama,176115.97,,,,,183.96,,,,,,,,3.18,873624.18
Artiodactyla,Bovidae,Alcelaphus,lichtensteinii,Alcelaphus lichtensteinii,168695.66,,237.0,0.98,,,,15000.0,596.29,3,1,1,4.41,1.71,2264335.8
Artiodactyla,Cervidae,Alces,alces,Alces alces,461900.76,2930.47,235.0,1.25,1.7,324.0,98.85,12999.99,668.2,1,1,1,71.75,0.4,
Artiodactyla,Cervidae,Alces,americanus,Alces americanus,541460.44,2097.16,245.0,1.0,,300.0,182.5,13499.99,631.37,2,,1,,,
Chiroptera,Pteropodidae,Alionycteris,paucidentata,Alionycteris paucidentata,16.24,63.8,,,,,,,,,1,,,,168.3
Rodentia,Dipodidae,Allactaga,elater,Allactaga elater,59.0,,,4.47,2.0,,32.31,,105.22,,,,,,4512224.2
Rodentia,Dipodidae,Allactaga,euphratica,Allactaga euphratica,232.0,,,4.99,,50.4,,,,,,,,,
Rodentia,Dipodidae,Allactaga,tetradactyla,Allactaga tetradactyla,52.0,,,,,,,,,,,,,,336436.37
Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allenopithecus nigroviridis,4749.96,459.99,,1.01,,276.0,106.15,240.71,,,,,,,609031.19
Primates,Cheirogaleidae,Allocebus,trichotis,Allocebus trichotis,78.09,133.99,,1.0,1.0,,,,,4,1,2,,,42488.06
Primates,Atelidae,Alouatta,belzebul,Alouatta belzebul,6157.91,550.38,,,,,,,,,1,,,17.0,1899561.77
Primates,Atelidae,Alouatta,caraya,Alouatta caraya,5576.96,558.16,185.92,1.01,,243.6,323.16,260.6,1276.72,3,,1,,80.0,1534736.35
Primates,Atelidae,Alouatta,guariba,Alouatta guariba,5188.33,514.53,,,,,,,,4,1,1,0.03,89.09,825479.22
Primates,Atelidae,Alouatta,palliata,Alouatta palliata,6576.99,576.35,185.42,1.02,,300.0,495.6,318.29,1578.42,2,1,1,0.19,58.99,559554.92
Primates,Atelidae,Alouatta,pigra,Alouatta pigra,7172.06,566.94,185.92,1.01,,240.0,,480.0,,2,1,1,0.3,8.53,91384.8
Primates,Atelidae,Alouatta,sara,Alouatta sara,6611.04,,,,,,,,,,,,,,526742.28
Primates,Atelidae,Alouatta,seniculus,Alouatta seniculus,6398.31,560.21,189.9,1.42,,300.0,370.04,293.42,1690.22,6,1,2,0.1,44.49,2516845.21
Rodentia,Cricetidae,Alticola,argentatus,Alticola argentatus,37.69,107.18,,4.57,3.0,,,,,2,,1,,,1225347.54
Rodentia,Cricetidae,Alticola,roylei,Alticola roylei,37.0,,,5.44,10.0,,,,,,,,,,22396.36
Rodentia,Cricetidae,Alticola,stoliczkanus,Alticola stoliczkanus,30.14,108.4,,7.77,,,,,,,1,,,,2546208.78
Rodentia,Cricetidae,Alticola,strelzowi,Alticola strelzowi,49.99,116.65,20.85,6.9,2.25,,17.0,3.0,,,1,,,,586631.11
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,Amblysomus hottentotus,62.6,121.49,,1.86,2.0,12.0,,4.5,,2,2,2,0.000334208,1000.0,256161.76
Chiroptera,Phyllostomidae,Ametrida,centurio,Ametrida centurio,10.61,,,0.98,,,,,,1,1,1,,,4577247.97
Rodentia,Muridae,Ammodillus,imbellis,Ammodillus imbellis,49.99,95.49,,,,,,,,,,,,,226420.62
Artiodactyla,Bovidae,Ammodorcas,clarkei,Ammodorcas clarkei,28049.81,1509.96,200.0,1.0,,36.0,,,,,1,,,0.73,287056.65
Rodentia,Sciuridae,Ammospermophilus,harrisii,Ammospermophilus harrisii,126.57,159.17,29.19,6.32,1.0,,48.63,3.59,198.57,4,,1,,24.97,270261.06
Rodentia,Sciuridae,Ammospermophilus,interpres,Ammospermophilus interpres,112.53,151.34,,9.36,1.25,,,,,4,2,2,,,313517.36
Rodentia,Sciuridae,Ammospermophilus,leucurus,Ammospermophilus leucurus,103.92,151.14,29.38,8.0,1.25,69.6,64.51,2.9,377.37,5,2,2,0.04,14.49,990897.69
Rodentia,Sciuridae,Ammospermophilus,nelsoni,Ammospermophilus nelsoni,160.42,168.38,26.0,8.9,1.0,66.0,29.83,4.87,377.57,5,2,2,0.03,,4125.09
