species,family,order,mass_g,wing_length_mm,beak_length_culmen_mm,beak_length_nares_mm,beak_width_mm,beak_depth_mm,tarsus_length_mm,tail_length_mm,kipps_distance_mm,hand_wing_index,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size_km2,centroid_latitude,centroid_longitude
Atimastillas flavicollis,Pycnonotidae,Passeriformes,48.7,107.6,22.8,11.4,4.6,5.8,23.7,102.4,15.9,15.1,Shrubland,2,1,Herbivore,Frugivore,Insessorial,1683203.48,9.56,-0.65
Atimastillas flavigula,Pycnonotidae,Passeriformes,48.7,102.8,23.0,11.4,4.6,5.8,25.8,93.0,14.6,14.3,Shrubland,2,1,Herbivore,Frugivore,Insessorial,4518854.65,-3.31,21.81
Baeopogon clamans,Pycnonotidae,Passeriformes,45.8,97.8,17.0,9.0,4.4,4.6,18.4,73.8,16.8,17.2,Forest,1,1,Herbivore,Frugivore,Insessorial,850000.36,1.03,16.37
Baeopogon indicator,Pycnonotidae,Passeriformes,45.8,98.2,18.9,9.9,4.3,4.6,19.4,78.4,16.1,16.5,Forest,1,1,Herbivore,Frugivore,Insessorial,4280773.28,-0.02,16.2
Bleda canicapillus,Pycnonotidae,Passeriformes,41.3,98.4,20.1,13.3,5.3,6.4,25.5,91.3,13.4,13.5,Forest,1,1,Carnivore,Invertivore,Generalist,1094053.69,7.87,-4.78
Bleda eximius,Pycnonotidae,Passeriformes,35.7,103.2,24.0,16.0,4.1,6.8,25.4,97.5,15.5,15.0,Forest,1,1,Carnivore,Invertivore,Generalist,339296.54,6.51,-6.05
Bleda notatus,Pycnonotidae,Passeriformes,35.7,90.2,20.3,12.9,4.7,6.4,25.1,81.1,13.0,14.4,Forest,1,1,Carnivore,Invertivore,Generalist,674577.61,1.4,12.14
Bleda syndactylus,Pycnonotidae,Passeriformes,46.1,105.4,27.2,16.6,4.5,7.2,25.4,95.0,15.6,14.8,Forest,1,1,Carnivore,Invertivore,Insessorial,3527560.89,-0.32,17.06
Bleda ugandae,Pycnonotidae,Passeriformes,35.7,88.0,18.9,12.8,4.0,6.3,23.8,93.0,12.0,13.6,Forest,1,1,Carnivore,Invertivore,Generalist,1530530.64,0.27,23.63
Brachypodius atriceps,Pycnonotidae,Passeriformes,25.5,78.6,15.7,10.0,4.4,4.7,14.8,67.2,14.1,18.1,Forest,1,1,Herbivore,Frugivore,Insessorial,2968877.33,10.81,103.57
Brachypodius fuscoflavescens,Pycnonotidae,Passeriformes,25.5,76.5,15.7,8.9,3.9,4.6,15.5,66.8,12.1,15.8,Forest,1,1,Herbivore,Frugivore,Insessorial,3196.27,12.26,92.77
Brachypodius priocephalus,Pycnonotidae,Passeriformes,25.5,74.4,14.2,7.8,3.6,4.0,14.1,74.2,10.8,14.4,Forest,1,1,Herbivore,Frugivore,Insessorial,99388.86,12.87,75.81
Calyptocichla serinus,Pycnonotidae,Passeriformes,38.7,89.6,17.9,10.3,3.8,4.5,20.2,79.2,16.0,17.8,Forest,1,1,Herbivore,Frugivore,Insessorial,1315030.41,2.67,9.43
Chlorocichla falkensteini,Pycnonotidae,Passeriformes,31.7,92.4,18.7,9.8,4.2,5.2,21.0,87.8,12.5,13.5,Shrubland,2,1,Herbivore,Frugivore,Insessorial,978923.36,-1.88,13.93
Chlorocichla flaviventris,Pycnonotidae,Passeriformes,39.4,101.3,21.6,12.0,4.9,6.1,24.0,96.4,12.9,12.7,Forest,1,1,Herbivore,Omnivore,Insessorial,3986239.89,-13.84,29.26
Chlorocichla laetissima,Pycnonotidae,Passeriformes,50.2,105.0,22.0,10.5,4.8,5.2,21.6,100.6,15.0,14.3,Forest,1,1,Herbivore,Omnivore,Insessorial,137013.1,-0.69,30.83
Chlorocichla prigoginei,Pycnonotidae,Passeriformes,45.3,96.0,17.8,10.3,4.2,5.3,18.2,95.0,10.2,10.6,Forest,2,1,Herbivore,Omnivore,Insessorial,868.59,0.24,29.34
Chlorocichla simplex,Pycnonotidae,Passeriformes,46.4,100.6,20.2,11.4,5.4,6.1,25.3,94.0,12.5,12.4,Shrubland,2,1,Herbivore,Frugivore,Insessorial,4003835.48,1.72,13.0
Criniger barbatus,Pycnonotidae,Passeriformes,42.6,103.3,21.1,12.8,5.9,6.5,25.7,94.0,15.4,14.8,Forest,1,1,Carnivore,Invertivore,Insessorial,646336.43,6.73,-3.39
Criniger calurus,Pycnonotidae,Passeriformes,37.7,87.6,21.9,13.4,5.8,6.1,21.2,79.6,10.1,11.6,Forest,1,1,Carnivore,Invertivore,Insessorial,3299941.84,0.66,15.66
Criniger chloronotus,Pycnonotidae,Passeriformes,45.0,99.8,21.9,12.6,5.1,6.5,23.7,89.0,13.9,13.9,Forest,1,1,Carnivore,Invertivore,Insessorial,1204957.83,1.06,18.8
Criniger ndussumensis,Pycnonotidae,Passeriformes,23.0,86.6,18.5,11.1,3.8,5.0,19.7,78.1,10.9,12.8,Forest,1,1,Carnivore,Invertivore,Insessorial,1455617.86,1.12,18.75
Criniger olivaceus,Pycnonotidae,Passeriformes,28.1,85.6,18.1,10.3,3.8,5.0,21.3,80.6,10.7,12.5,Forest,1,1,Carnivore,Invertivore,Insessorial,239103.58,6.3,-7.18
Euptilotus eutilotus,Pycnonotidae,Passeriformes,35.3,91.5,18.3,11.8,4.8,5.2,17.7,77.3,17.6,19.3,Forest,1,1,Herbivore,Frugivore,Insessorial,821688.28,1.44,107.26
Eurillas ansorgei,Pycnonotidae,Passeriformes,18.7,71.8,13.9,7.9,3.5,3.8,15.9,64.5,11.3,15.7,Forest,1,1,Herbivore,Frugivore,Insessorial,1858480.06,1.38,13.05
Eurillas curvirostris,Pycnonotidae,Passeriformes,24.9,76.2,16.2,9.3,4.3,4.0,18.3,70.5,10.0,13.1,Forest,1,1,Herbivore,Omnivore,Insessorial,3502649.29,0.93,16.32
Eurillas gracilis,Pycnonotidae,Passeriformes,21.6,72.0,13.9,8.3,3.8,3.8,17.6,68.0,8.5,12.0,Forest,1,1,Herbivore,Omnivore,Insessorial,3552112.86,0.65,15.72
Eurillas latirostris,Pycnonotidae,Passeriformes,26.2,79.3,15.3,8.9,4.9,4.5,19.7,74.1,10.6,13.8,Forest,1,1,Omnivore,Frugivore,Insessorial,3682285.72,1.34,16.47
Eurillas virens,Pycnonotidae,Passeriformes,26.6,74.4,13.9,8.0,4.7,4.3,20.6,70.8,9.8,12.8,Forest,1,1,Herbivore,Frugivore,Insessorial,5766996.33,-0.74,16.73
Hemixos castanonotus,Pycnonotidae,Passeriformes,35.3,97.4,19.8,11.4,4.6,5.0,17.4,89.9,19.2,19.7,Forest,1,2,Omnivore,Frugivore,Insessorial,979934.26,24.22,110.8
Hemixos cinereus,Pycnonotidae,Passeriformes,32.5,97.2,19.8,11.4,4.0,5.1,17.5,90.1,16.8,17.2,Forest,1,2,Omnivore,Omnivore,Insessorial,213432.43,2.74,101.07
Hemixos connectens,Pycnonotidae,Passeriformes,32.5,95.3,19.5,11.4,4.4,5.2,18.4,88.8,17.3,18.4,Forest,1,2,Omnivore,Omnivore,Insessorial,197300.12,2.14,114.97
Hemixos flavala,Pycnonotidae,Passeriformes,32.5,95.3,19.5,11.4,4.4,5.2,18.4,88.8,17.3,18.4,Forest,1,2,Omnivore,Omnivore,Insessorial,1098549.78,22.42,97.58
Hemixos leucogrammicus,Pycnonotidae,Passeriformes,33.5,86.5,14.9,8.1,3.5,4.1,15.5,83.0,16.0,18.5,Forest,1,1,Herbivore,Frugivore,Insessorial,63047.14,1.0,99.52
Hypsipetes affinis,Pycnonotidae,Passeriformes,40.5,107.1,26.6,16.1,5.2,6.9,19.3,93.5,18.2,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,18011.55,-3.22,129.4
Hypsipetes amaurotis,Pycnonotidae,Passeriformes,70.9,128.3,29.8,16.2,5.3,6.4,21.6,120.6,27.0,21.3,Forest,2,2,Herbivore,Frugivore,Insessorial,482417.45,37.68,136.19
Hypsipetes aureus,Pycnonotidae,Passeriformes,40.5,107.1,26.6,16.1,5.2,6.9,19.3,93.5,18.2,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,754.8,-0.37,121.95
Hypsipetes borbonicus,Pycnonotidae,Passeriformes,55.3,113.2,24.8,13.1,5.1,6.1,25.6,102.2,25.0,22.0,Forest,1,1,Herbivore,Frugivore,Insessorial,2541.14,-21.12,55.54
Hypsipetes catarmanensis,Pycnonotidae,Passeriformes,58.3,111.6,27.5,17.0,5.5,7.1,20.0,97.4,16.0,14.7,Forest,1,1,Herbivore,Frugivore,Insessorial,252.94,9.17,124.72
Hypsipetes chloris,Pycnonotidae,Passeriformes,40.5,107.1,26.6,16.1,5.2,6.9,19.3,93.5,18.2,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,22982.25,0.85,127.99
Hypsipetes crassirostris,Pycnonotidae,Passeriformes,79.5,135.0,29.7,16.9,6.2,8.5,26.7,109.2,29.8,22.2,Woodland,2,1,Omnivore,Omnivore,Insessorial,244.59,-4.56,55.52
Hypsipetes everetti,Pycnonotidae,Passeriformes,58.3,111.6,27.5,17.0,5.5,7.1,20.0,97.4,16.0,14.7,Forest,1,1,Herbivore,Frugivore,Insessorial,82727.31,9.0,124.7
Hypsipetes ganeesa,Pycnonotidae,Passeriformes,51.8,116.2,26.9,16.1,5.2,5.8,17.9,99.5,27.0,23.3,Forest,1,3,Herbivore,Frugivore,Insessorial,238034.77,12.27,76.54
Hypsipetes harterti,Pycnonotidae,Passeriformes,40.5,107.1,26.6,16.1,5.2,6.9,19.3,93.5,18.2,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,2349.38,-1.38,123.14
Hypsipetes haynaldi,Pycnonotidae,Passeriformes,58.3,111.6,27.5,17.0,5.5,7.1,20.0,97.4,16.0,14.7,Forest,1,1,Herbivore,Frugivore,Insessorial,1595.33,5.57,120.56
Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,51.8,117.8,25.2,14.3,4.9,5.7,18.0,97.8,29.1,24.7,Forest,1,3,Herbivore,Frugivore,Insessorial,4614841.53,25.06,103.26
Hypsipetes longirostris,Pycnonotidae,Passeriformes,40.5,116.2,29.2,18.5,5.8,7.8,20.9,114.1,21.4,18.4,Forest,1,1,Omnivore,Frugivore,Insessorial,4637.55,-1.88,125.16
Hypsipetes lucasi,Pycnonotidae,Passeriformes,40.5,107.1,26.6,16.1,5.2,6.9,19.3,93.5,18.2,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,2537.03,-1.57,127.73
Hypsipetes madagascariensis,Pycnonotidae,Passeriformes,46.0,107.9,24.4,15.5,5.3,6.3,18.4,86.8,25.5,23.4,Forest,1,1,Herbivore,Omnivore,Insessorial,591386.99,-19.36,46.69
Hypsipetes moheliensis,Pycnonotidae,Passeriformes,59.4,105.3,24.0,13.6,4.4,5.6,19.1,94.7,20.8,19.7,Forest,1,2,Omnivore,Frugivore,Insessorial,213.58,-12.32,43.73
Hypsipetes mysticalis,Pycnonotidae,Passeriformes,40.5,106.0,25.4,15.4,5.0,6.3,18.6,95.0,18.1,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,8321.06,-3.42,126.62
Hypsipetes olivaceus,Pycnonotidae,Passeriformes,75.0,131.1,29.3,18.1,6.6,7.6,26.6,111.0,27.2,20.6,Forest,1,1,Omnivore,Omnivore,Insessorial,129.38,-20.4,57.53
Hypsipetes parvirostris,Pycnonotidae,Passeriformes,59.4,105.3,24.0,13.6,4.4,5.6,19.1,94.7,20.8,19.7,Forest,1,2,Omnivore,Frugivore,Insessorial,1031.45,-11.66,43.34
Hypsipetes philippinus,Pycnonotidae,Passeriformes,38.6,93.9,22.4,13.4,4.9,5.4,18.9,88.3,12.3,13.1,Forest,1,1,Herbivore,Frugivore,Insessorial,232032.85,11.74,123.3
Hypsipetes platenae,Pycnonotidae,Passeriformes,40.5,107.1,26.6,16.1,5.2,6.9,19.3,93.5,18.2,17.0,Forest,1,1,Omnivore,Frugivore,Insessorial,5.63,3.51,125.55
Hypsipetes rufigularis,Pycnonotidae,Passeriformes,58.7,114.3,27.7,17.1,5.4,6.8,21.1,99.0,15.8,13.8,Forest,1,1,Herbivore,Frugivore,Insessorial,21991.1,7.83,123.34
Hypsipetes siquijorensis,Pycnonotidae,Passeriformes,38.6,119.5,28.8,17.6,5.9,7.7,23.1,115.8,22.8,19.1,Forest,1,1,Herbivore,Frugivore,Insessorial,5018.51,10.35,123.63
Hypsipetes thompsoni,Pycnonotidae,Passeriformes,41.8,90.2,20.8,11.0,4.4,4.6,17.9,88.2,17.1,19.0,Forest,2,3,Herbivore,Frugivore,Insessorial,186717.31,20.09,97.72
Iole charlottae,Pycnonotidae,Passeriformes,24.0,87.3,20.6,13.2,5.3,5.4,18.5,72.0,15.6,17.9,Forest,1,1,Omnivore,Omnivore,Insessorial,1131173.67,1.15,108.13
Iole finschii,Pycnonotidae,Passeriformes,24.2,84.8,17.5,11.6,4.7,5.6,15.9,67.2,16.2,19.0,Forest,1,1,Omnivore,Omnivore,Insessorial,779808.76,0.81,110.14
Iole palawanensis,Pycnonotidae,Passeriformes,26.8,83.9,19.4,11.4,4.8,5.1,17.8,74.0,13.2,15.8,Forest,1,1,Omnivore,Omnivore,Insessorial,11492.84,9.73,118.56
Iole propinqua,Pycnonotidae,Passeriformes,25.9,84.6,19.3,11.5,5.1,5.1,18.0,83.4,13.6,16.1,Forest,1,1,Omnivore,Omnivore,Insessorial,1237485.99,17.87,102.9
Iole viridescens,Pycnonotidae,Passeriformes,25.9,87.0,19.0,11.5,4.8,5.2,18.3,84.0,13.6,16.1,Forest,1,1,Herbivore,Frugivore,Insessorial,293077.58,20.46,95.78
Ixidia cyaniventris,Pycnonotidae,Passeriformes,22.0,75.6,14.6,8.6,3.9,3.9,14.2,58.6,13.4,17.5,Forest,1,1,Herbivore,Frugivore,Insessorial,926808.78,1.51,108.49
Ixidia erythropthalmos,Pycnonotidae,Passeriformes,19.2,74.2,13.6,8.6,3.8,3.7,16.0,63.8,10.8,14.4,Forest,1,1,Herbivore,Frugivore,Insessorial,1241474.05,1.11,108.35
Ixidia squamata,Pycnonotidae,Passeriformes,22.0,73.8,14.4,7.2,4.1,3.7,15.2,60.2,13.1,17.8,Forest,1,1,Herbivore,Frugivore,Insessorial,296711.64,1.25,108.23
Ixonotus guttatus,Pycnonotidae,Passeriformes,35.2,87.2,15.7,9.1,3.9,4.3,17.8,74.6,17.4,19.9,Forest,1,1,Omnivore,Frugivore,Insessorial,2790568.64,0.85,15.95
Ixos malaccensis,Pycnonotidae,Passeriformes,37.3,104.0,26.0,17.2,5.2,6.5,16.9,84.2,20.1,19.4,Forest,1,1,Omnivore,Frugivore,Insessorial,976235.84,1.45,109.69
Ixos mcclellandii,Pycnonotidae,Passeriformes,32.5,106.0,26.0,15.8,5.0,5.5,18.3,107.8,19.2,18.1,Woodland,1,1,Omnivore,Omnivore,Insessorial,2391920.69,24.56,104.72
Ixos nicobariensis,Pycnonotidae,Passeriformes,36.0,97.4,23.3,13.2,5.2,6.2,20.2,93.5,17.8,18.4,Forest,1,1,Omnivore,Omnivore,Insessorial,462.76,8.09,93.4
Ixos sumatranus,Pycnonotidae,Passeriformes,32.5,91.2,19.7,12.7,4.2,5.0,16.1,92.2,17.4,19.0,Forest,1,1,Omnivore,Omnivore,Insessorial,63181.63,0.97,99.55
Ixos virescens,Pycnonotidae,Passeriformes,32.5,85.9,19.5,13.2,4.8,5.0,18.4,83.9,12.1,14.0,Forest,1,1,Omnivore,Omnivore,Insessorial,14530.69,-7.36,109.54
Microtarsus melanoleucos,Pycnonotidae,Passeriformes,31.0,83.2,17.6,10.7,4.2,4.3,13.9,68.4,15.7,18.9,Forest,1,1,Herbivore,Frugivore,Insessorial,1181602.12,0.82,108.49
Neolestes torquatus,Pycnonotidae,Passeriformes,22.5,69.2,15.1,7.6,3.6,4.6,20.5,64.2,9.2,13.4,Shrubland,2,1,Carnivore,Invertivore,Insessorial,813954.89,-7.62,20.08
Nok hualon,Pycnonotidae,Passeriformes,37.0,90.0,15.9,7.8,3.8,4.2,18.5,73.0,13.5,15.0,,2,1,Herbivore,Frugivore,Insessorial,25219.24,18.25,104.41
Phyllastrephus albigula,Pycnonotidae,Passeriformes,14.3,64.2,15.9,8.7,3.6,3.5,18.9,63.5,8.8,13.7,Shrubland,2,1,Carnivore,Invertivore,Insessorial,6795.8,-5.4,37.9
Phyllastrephus albigularis,Pycnonotidae,Passeriformes,24.5,76.1,19.0,11.9,4.6,4.7,20.3,75.3,7.5,9.8,Forest,1,1,Carnivore,Invertivore,Insessorial,2136746.72,2.34,15.33
Phyllastrephus baumanni,Pycnonotidae,Passeriformes,27.5,77.4,18.0,10.2,4.2,4.6,20.5,76.8,6.8,8.9,Forest,2,1,Carnivore,Invertivore,Terrestrial,446395.6,7.63,-3.76
Phyllastrephus cabanisi,Pycnonotidae,Passeriformes,34.4,83.0,19.1,10.7,4.2,4.5,23.0,84.4,10.5,12.6,Forest,1,1,Carnivore,Invertivore,Generalist,1995009.62,-7.85,28.99
Phyllastrephus cerviniventris,Pycnonotidae,Passeriformes,27.0,83.0,19.1,10.5,3.6,4.0,20.7,84.0,10.6,12.8,Shrubland,2,1,Carnivore,Invertivore,Generalist,1170058.23,-11.21,31.63
Phyllastrephus debilis,Pycnonotidae,Passeriformes,14.3,64.6,15.2,8.8,3.4,3.7,16.8,64.0,7.1,11.2,Shrubland,2,1,Carnivore,Invertivore,Insessorial,199654.82,-11.26,37.15
Phyllastrephus fischeri,Pycnonotidae,Passeriformes,27.0,82.2,20.7,11.9,3.7,4.4,21.2,85.1,11.1,13.6,Forest,1,1,Carnivore,Invertivore,Generalist,270855.04,-7.69,38.68
Phyllastrephus flavostriatus,Pycnonotidae,Passeriformes,28.3,87.3,20.7,11.9,3.9,4.5,22.1,86.8,12.3,14.1,Forest,1,1,Carnivore,Invertivore,Insessorial,444379.94,-11.59,33.21
Phyllastrephus fulviventris,Pycnonotidae,Passeriformes,33.3,89.0,21.4,11.7,3.8,4.6,21.2,91.0,9.8,11.0,Forest,2,1,Carnivore,Invertivore,Generalist,152087.25,-10.78,14.3
Phyllastrephus hypochloris,Pycnonotidae,Passeriformes,23.1,77.0,19.1,10.1,4.3,4.3,20.0,80.6,6.8,8.8,Forest,1,1,Carnivore,Invertivore,Insessorial,134659.57,1.21,31.2
Phyllastrephus icterinus,Pycnonotidae,Passeriformes,18.9,72.8,18.1,11.0,4.4,4.3,19.6,67.6,8.0,10.7,Forest,1,1,Omnivore,Invertivore,Insessorial,2473054.92,1.22,14.3
Phyllastrephus lorenzi,Pycnonotidae,Passeriformes,19.0,69.0,16.5,8.9,3.9,4.0,17.7,64.0,8.4,12.2,Forest,1,1,Carnivore,Invertivore,Insessorial,39316.14,0.14,29.09
Phyllastrephus poensis,Pycnonotidae,Passeriformes,28.9,79.8,20.9,11.3,4.0,4.6,23.2,79.6,8.2,10.3,Forest,1,1,Carnivore,Invertivore,Insessorial,44370.69,6.02,10.58
Phyllastrephus poliocephalus,Pycnonotidae,Passeriformes,53.0,99.2,23.5,12.4,4.3,5.6,26.7,101.8,9.5,9.9,Forest,1,1,Carnivore,Invertivore,Insessorial,31377.95,5.67,9.76
Phyllastrephus strepitans,Pycnonotidae,Passeriformes,27.1,79.6,19.6,11.1,3.7,4.1,21.1,83.0,7.4,9.2,Shrubland,2,1,Omnivore,Invertivore,Insessorial,1347241.75,2.43,39.08
Phyllastrephus terrestris,Pycnonotidae,Passeriformes,31.1,86.6,21.8,12.1,3.8,5.0,21.7,85.6,8.9,10.4,Forest,1,1,Carnivore,Invertivore,Generalist,2434586.59,-17.27,31.48
Phyllastrephus viridiceps,Pycnonotidae,Passeriformes,24.5,76.1,19.0,11.9,4.6,4.7,20.3,75.3,7.5,9.8,Forest,1,1,Carnivore,Invertivore,Insessorial,14323.61,-9.51,14.75
Phyllastrephus xavieri,Pycnonotidae,Passeriformes,22.6,81.6,19.8,11.3,3.8,4.8,19.2,78.7,9.3,11.2,Forest,1,1,Carnivore,Invertivore,Insessorial,968575.23,1.06,20.75
Poliolophus urostictus,Pycnonotidae,Passeriformes,24.8,79.0,15.2,7.8,3.7,4.3,16.1,83.2,12.2,15.5,Forest,2,1,Herbivore,Frugivore,Insessorial,207679.01,11.64,123.3
Pycnonotus aurigaster,Pycnonotidae,Passeriformes,44.3,91.8,19.4,9.8,4.1,4.8,21.9,82.4,14.0,15.5,Shrubland,2,1,Herbivore,Omnivore,Insessorial,2959739.34,19.97,105.95
Pycnonotus barbatus,Pycnonotidae,Passeriformes,32.1,93.6,18.1,9.6,4.3,5.0,21.2,85.3,14.1,15.0,Woodland,2,1,Herbivore,Frugivore,Insessorial,19572184.19,2.82,20.81
Pycnonotus bimaculatus,Pycnonotidae,Passeriformes,30.0,86.2,16.9,8.7,4.6,4.7,20.0,93.8,11.2,13.0,Forest,2,1,Herbivore,Frugivore,Insessorial,72909.27,-2.57,103.31
Pycnonotus blanfordi,Pycnonotidae,Passeriformes,33.4,82.6,16.7,8.9,3.7,4.5,19.0,81.6,11.6,14.0,Shrubland,2,1,Omnivore,Omnivore,Insessorial,1240819.12,15.52,101.51
Pycnonotus brunneus,Pycnonotidae,Passeriformes,28.8,82.2,16.5,9.4,4.4,4.8,18.9,71.7,9.8,12.3,Forest,1,1,Herbivore,Frugivore,Insessorial,1138188.08,1.02,108.45
Pycnonotus cafer,Pycnonotidae,Passeriformes,42.9,94.5,19.4,10.5,4.8,5.3,21.3,86.2,15.7,16.5,Shrubland,2,1,Herbivore,Omnivore,Insessorial,4173278.58,23.09,81.28
Pycnonotus capensis,Pycnonotidae,Passeriformes,38.6,92.8,19.6,9.8,4.0,4.6,22.0,86.2,14.5,15.7,Shrubland,2,1,Herbivore,Omnivore,Insessorial,151666.39,-32.65,20.57
Pycnonotus cinereifrons,Pycnonotidae,Passeriformes,36.7,83.1,17.4,10.8,4.7,5.2,20.4,71.6,9.3,11.1,Shrubland,2,1,Herbivore,Frugivore,Insessorial,13216.58,9.94,118.68
Pycnonotus davisoni,Pycnonotidae,Passeriformes,26.3,80.0,16.6,9.1,4.0,5.0,18.3,79.0,10.2,12.7,Shrubland,2,1,Herbivore,Omnivore,Insessorial,105356.95,18.05,95.58
Pycnonotus finlaysoni,Pycnonotidae,Passeriformes,26.3,80.0,16.6,9.1,4.0,5.0,18.3,79.0,10.2,12.7,Shrubland,2,1,Herbivore,Omnivore,Insessorial,1253924.24,15.52,102.3
Pycnonotus flavescens,Pycnonotidae,Passeriformes,28.9,85.4,17.5,8.4,3.9,4.6,19.5,89.8,12.1,14.2,Forest,2,1,Omnivore,Omnivore,Insessorial,917016.17,20.79,99.61
Pycnonotus goiavier,Pycnonotidae,Passeriformes,27.8,87.0,18.5,11.2,4.3,5.0,20.9,77.2,12.9,14.5,Shrubland,2,1,Herbivore,Omnivore,Insessorial,2111233.61,3.53,109.8
Pycnonotus jocosus,Pycnonotidae,Passeriformes,29.5,86.8,17.5,9.1,4.5,4.8,20.5,88.1,12.4,14.2,Shrubland,2,1,Herbivore,Omnivore,Insessorial,5185044.87,20.23,93.52
Pycnonotus leucogenys,Pycnonotidae,Passeriformes,35.9,93.4,17.6,9.0,3.8,4.6,20.7,91.8,13.7,14.6,Shrubland,2,2,Herbivore,Omnivore,Insessorial,378023.58,30.38,81.49
Pycnonotus leucops,Pycnonotidae,Passeriformes,28.9,85.4,17.5,8.4,3.9,4.6,19.5,89.8,12.1,14.2,Forest,2,1,Omnivore,Omnivore,Insessorial,54653.41,2.92,115.62
Pycnonotus leucotis,Pycnonotidae,Passeriformes,27.1,84.6,15.8,8.0,4.1,4.9,20.0,83.2,14.2,16.6,Shrubland,2,2,Herbivore,Omnivore,Insessorial,2206861.39,28.39,62.7
Pycnonotus luteolus,Pycnonotidae,Passeriformes,34.7,83.2,17.9,9.4,4.0,5.3,21.4,79.0,9.3,11.2,Shrubland,2,1,Herbivore,Frugivore,Insessorial,1386882.2,17.13,78.88
Pycnonotus nieuwenhuisii,Pycnonotidae,Passeriformes,25.5,84.7,18.2,10.0,4.4,4.7,16.4,68.7,14.1,18.1,Forest,2,2,Herbivore,Frugivore,Insessorial,56602.6,3.33,100.88
Pycnonotus nigricans,Pycnonotidae,Passeriformes,30.8,92.8,19.6,10.9,4.1,5.0,21.6,77.2,16.3,17.4,Shrubland,2,1,Herbivore,Frugivore,Insessorial,2129772.01,-23.83,21.16
Pycnonotus penicillatus,Pycnonotidae,Passeriformes,36.5,79.2,17.2,8.6,4.3,4.8,20.8,79.0,9.2,11.5,Forest,1,1,Herbivore,Frugivore,Insessorial,3926.19,6.98,80.78
Pycnonotus plumosus,Pycnonotidae,Passeriformes,34.9,83.1,17.4,10.8,4.7,5.2,20.4,71.6,9.3,11.1,Shrubland,2,1,Herbivore,Frugivore,Insessorial,1506344.75,0.58,107.94
Pycnonotus pseudosimplex,Pycnonotidae,Passeriformes,25.1,74.0,15.4,8.1,3.6,4.3,18.0,68.0,8.7,11.8,Forest,1,1,Herbivore,Frugivore,Insessorial,80675.6,3.06,113.33
Pycnonotus simplex,Pycnonotidae,Passeriformes,25.1,79.6,15.9,10.1,4.0,4.6,17.5,67.5,10.7,13.4,Forest,1,1,Herbivore,Frugivore,Insessorial,1340820.45,0.49,108.83
Pycnonotus sinensis,Pycnonotidae,Passeriformes,34.2,86.7,17.9,8.6,4.4,4.9,21.6,82.1,17.8,20.8,Human Modified,2,3,Herbivore,Frugivore,Insessorial,3154277.75,30.71,112.66
Pycnonotus snouckaerti,Pycnonotidae,Passeriformes,30.0,86.2,16.9,8.7,4.6,4.7,20.0,93.8,11.2,13.0,Forest,2,1,Herbivore,Frugivore,Insessorial,22979.74,4.22,96.99
Pycnonotus taivanus,Pycnonotidae,Passeriformes,26.1,88.1,16.7,8.5,4.9,5.0,19.8,79.6,15.1,17.2,Forest,2,1,Herbivore,Omnivore,Insessorial,7274.28,23.06,121.12
Pycnonotus tympanistrigus,Pycnonotidae,Passeriformes,33.5,74.5,13.1,6.7,3.4,3.8,14.5,71.0,11.4,15.3,Forest,1,1,Herbivore,Frugivore,Insessorial,97157.16,0.68,99.7
Pycnonotus xantholaemus,Pycnonotidae,Passeriformes,28.1,87.5,16.2,8.4,3.5,4.6,18.6,87.0,11.7,13.3,Forest,2,1,Herbivore,Frugivore,Insessorial,346866.77,13.53,77.68
Pycnonotus xanthopygos,Pycnonotidae,Passeriformes,37.6,92.4,18.6,9.4,4.1,5.2,21.7,89.2,14.1,15.2,Shrubland,2,1,Herbivore,Frugivore,Insessorial,1313216.5,23.04,43.11
Pycnonotus xanthorrhous,Pycnonotidae,Passeriformes,26.9,90.6,17.7,9.1,3.9,4.4,20.0,94.6,14.2,15.8,Shrubland,2,1,Herbivore,Frugivore,Insessorial,1741022.34,27.08,106.25
Pycnonotus zeylanicus,Pycnonotidae,Passeriformes,86.3,114.4,24.3,13.2,5.1,7.0,24.1,105.4,12.6,10.9,Forest,2,1,Herbivore,Frugivore,Insessorial,656927.06,2.15,111.51
Pyrrhurus scandens,Pycnonotidae,Passeriformes,43.8,106.2,22.2,12.2,4.9,5.6,24.4,98.6,14.7,13.6,Forest,2,1,Omnivore,Invertivore,Insessorial,3269576.15,3.97,10.99
Rubigula dispar,Pycnonotidae,Passeriformes,29.3,79.5,14.9,7.9,3.9,4.3,15.5,85.8,10.5,13.2,Forest,2,1,Herbivore,Frugivore,Insessorial,446506.23,-1.68,102.96
Rubigula flaviventris,Pycnonotidae,Passeriformes,29.3,88.2,14.9,7.9,4.1,4.6,15.0,88.0,13.3,15.1,Forest,2,1,Herbivore,Frugivore,Insessorial,2187721.2,19.96,98.74
